Label,classification_title,classification_contents
8강~4강,"[{'label': 'neutral', 'score': 0.9979162812232971}]","[{'label': 'neutral', 'score': 0.9981676340103149}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9891073107719421}]","[{'label': 'neutral', 'score': 0.9649161100387573}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9793586134910583}]","[{'label': 'neutral', 'score': 0.9992068409919739}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9773117899894714}]","[{'label': 'negative', 'score': 0.5875742435455322}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9383737444877625}]","[{'label': 'neutral', 'score': 0.9992101192474365}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9977887868881226}]","[{'label': 'neutral', 'score': 0.9983125925064087}]"
8강~4강,"[{'label': 'neutral', 'score': 0.7446303367614746}]","[{'label': 'neutral', 'score': 0.9988345503807068}]"
8강~4강,"[{'label': 'neutral', 'score': 0.998559296131134}]","[{'label': 'neutral', 'score': 0.9991787075996399}]"
8강~4강,"[{'label': 'neutral', 'score': 0.989778459072113}]","[{'label': 'neutral', 'score': 0.997833788394928}]"
8강~4강,"[{'label': 'neutral', 'score': 0.7444861531257629}]","[{'label': 'neutral', 'score': 0.7436012029647827}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9640733003616333}]","[{'label': 'neutral', 'score': 0.9991010427474976}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9946553707122803}]","[{'label': 'neutral', 'score': 0.9988808035850525}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9119186401367188}]","[{'label': 'neutral', 'score': 0.8637992739677429}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9952710270881653}]","[{'label': 'neutral', 'score': 0.9992364645004272}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9930006265640259}]","[{'label': 'neutral', 'score': 0.9875774383544922}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9991390705108643}]","[{'label': 'neutral', 'score': 0.9956798553466797}]"
8강~4강,"[{'label': 'neutral', 'score': 0.49712449312210083}]","[{'label': 'neutral', 'score': 0.6048245429992676}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9945083260536194}]","[{'label': 'neutral', 'score': 0.9932158589363098}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9066758155822754}]","[{'label': 'neutral', 'score': 0.6074311137199402}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9190481305122375}]","[{'label': 'neutral', 'score': 0.9883793592453003}]"
8강~4강,"[{'label': 'neutral', 'score': 0.6968778371810913}]","[{'label': 'negative', 'score': 0.7890086770057678}]"
8강~4강,"[{'label': 'neutral', 'score': 0.5500491857528687}]","[{'label': 'neutral', 'score': 0.9975730776786804}]"
8강~4강,"[{'label': 'negative', 'score': 0.5209651589393616}]","[{'label': 'neutral', 'score': 0.9235830307006836}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9654837250709534}]","[{'label': 'neutral', 'score': 0.9795610308647156}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9759933352470398}]","[{'label': 'neutral', 'score': 0.9061360359191895}]"
8강~4강,"[{'label': 'neutral', 'score': 0.6969170570373535}]","[{'label': 'neutral', 'score': 0.993229866027832}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9047443866729736}]","[{'label': 'neutral', 'score': 0.9995425939559937}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9461780190467834}]","[{'label': 'neutral', 'score': 0.9947206974029541}]"
8강~4강,"[{'label': 'neutral', 'score': 0.8452338576316833}]","[{'label': 'positive', 'score': 0.5437395572662354}]"
8강~4강,"[{'label': 'neutral', 'score': 0.8039663434028625}]","[{'label': 'neutral', 'score': 0.9973511695861816}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9922997355461121}]","[{'label': 'neutral', 'score': 0.6148345470428467}]"
8강~4강,"[{'label': 'neutral', 'score': 0.8992782831192017}]","[{'label': 'neutral', 'score': 0.9384874105453491}]"
8강~4강,"[{'label': 'negative', 'score': 0.9563559293746948}]","[{'label': 'neutral', 'score': 0.9788075685501099}]"
8강~4강,"[{'label': 'neutral', 'score': 0.988182008266449}]","[{'label': 'neutral', 'score': 0.9925042390823364}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9903171062469482}]","[{'label': 'neutral', 'score': 0.9990338087081909}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9741154909133911}]","[{'label': 'neutral', 'score': 0.996431827545166}]"
8강~4강,"[{'label': 'neutral', 'score': 0.5804378986358643}]","[{'label': 'neutral', 'score': 0.6832796335220337}]"
8강~4강,"[{'label': 'neutral', 'score': 0.7985270619392395}]","[{'label': 'neutral', 'score': 0.9494609236717224}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9548664689064026}]","[{'label': 'neutral', 'score': 0.9879170060157776}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9938840270042419}]","[{'label': 'neutral', 'score': 0.9985519051551819}]"
8강~4강,"[{'label': 'neutral', 'score': 0.9879860281944275}]","[{'label': 'neutral', 'score': 0.9979762434959412}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9980170726776123}]","[{'label': 'negative', 'score': 0.9962833523750305}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9110312461853027}]","[{'label': 'neutral', 'score': 0.853850245475769}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6392358541488647}]","[{'label': 'negative', 'score': 0.8920159339904785}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9666242599487305}]","[{'label': 'negative', 'score': 0.9983499050140381}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.7953307628631592}]","[{'label': 'negative', 'score': 0.9298837780952454}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.830382764339447}]","[{'label': 'neutral', 'score': 0.9732775092124939}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8083053231239319}]","[{'label': 'neutral', 'score': 0.7411219477653503}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9856758117675781}]","[{'label': 'neutral', 'score': 0.9758915901184082}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8778370022773743}]","[{'label': 'neutral', 'score': 0.9770990014076233}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.863871157169342}]","[{'label': 'negative', 'score': 0.9937799572944641}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9329390525817871}]","[{'label': 'negative', 'score': 0.9695962071418762}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9583737254142761}]","[{'label': 'negative', 'score': 0.9849557280540466}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9617895483970642}]","[{'label': 'negative', 'score': 0.9629514217376709}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9946572184562683}]","[{'label': 'neutral', 'score': 0.7967418432235718}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.6170989274978638}]","[{'label': 'negative', 'score': 0.8670582175254822}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8777177333831787}]","[{'label': 'neutral', 'score': 0.9770990014076233}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6946234107017517}]","[{'label': 'neutral', 'score': 0.6140470504760742}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.534544050693512}]","[{'label': 'negative', 'score': 0.9828234910964966}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.7746565937995911}]","[{'label': 'neutral', 'score': 0.8716549873352051}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9666242599487305}]","[{'label': 'negative', 'score': 0.9983499050140381}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.825878381729126}]","[{'label': 'neutral', 'score': 0.9851917028427124}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9153963327407837}]","[{'label': 'neutral', 'score': 0.9783428311347961}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.5962303280830383}]","[{'label': 'negative', 'score': 0.8442381620407104}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.518045961856842}]","[{'label': 'negative', 'score': 0.9016440510749817}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.7906465530395508}]","[{'label': 'neutral', 'score': 0.9060448408126831}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.5003362894058228}]","[{'label': 'negative', 'score': 0.825607180595398}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9105154275894165}]","[{'label': 'negative', 'score': 0.9909654855728149}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.8551743030548096}]","[{'label': 'negative', 'score': 0.9691819548606873}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9713701605796814}]","[{'label': 'neutral', 'score': 0.9607183933258057}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8878455758094788}]","[{'label': 'negative', 'score': 0.9733431339263916}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9183851480484009}]","[{'label': 'negative', 'score': 0.9982923865318298}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9984853863716125}]","[{'label': 'neutral', 'score': 0.9914912581443787}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8722623586654663}]","[{'label': 'neutral', 'score': 0.8166325688362122}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9551593661308289}]","[{'label': 'negative', 'score': 0.5870859622955322}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.5671549439430237}]","[{'label': 'negative', 'score': 0.9563493728637695}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.937613844871521}]","[{'label': 'negative', 'score': 0.7696386575698853}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.953800618648529}]","[{'label': 'negative', 'score': 0.9480611085891724}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.6884154677391052}]","[{'label': 'neutral', 'score': 0.9768514037132263}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9936542510986328}]","[{'label': 'negative', 'score': 0.9617235660552979}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.994942843914032}]","[{'label': 'negative', 'score': 0.7775079607963562}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.975019097328186}]","[{'label': 'neutral', 'score': 0.9925326704978943}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6044514179229736}]","[{'label': 'negative', 'score': 0.866153359413147}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9949593544006348}]","[{'label': 'negative', 'score': 0.9989546537399292}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9969326257705688}]","[{'label': 'neutral', 'score': 0.711419403553009}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9806444048881531}]","[{'label': 'negative', 'score': 0.628708004951477}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.5829746723175049}]","[{'label': 'negative', 'score': 0.6206597685813904}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9984538555145264}]","[{'label': 'neutral', 'score': 0.9917469024658203}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9808370471000671}]","[{'label': 'neutral', 'score': 0.9538649320602417}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6999403834342957}]","[{'label': 'neutral', 'score': 0.5982547402381897}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.5491056442260742}]","[{'label': 'negative', 'score': 0.7228248119354248}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9476430416107178}]","[{'label': 'negative', 'score': 0.6372336149215698}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9857012033462524}]","[{'label': 'neutral', 'score': 0.7452256679534912}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6015697717666626}]","[{'label': 'negative', 'score': 0.9143691062927246}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9781352281570435}]","[{'label': 'negative', 'score': 0.541540801525116}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6181997656822205}]","[{'label': 'negative', 'score': 0.8906870484352112}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9853342771530151}]","[{'label': 'neutral', 'score': 0.8552306890487671}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9151891469955444}]","[{'label': 'negative', 'score': 0.9518435001373291}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.982014536857605}]","[{'label': 'negative', 'score': 0.8696586489677429}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9208784699440002}]","[{'label': 'neutral', 'score': 0.9610419273376465}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9805704951286316}]","[{'label': 'negative', 'score': 0.9559353590011597}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9890178442001343}]","[{'label': 'negative', 'score': 0.7287339568138123}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9033637046813965}]","[{'label': 'neutral', 'score': 0.7911159992218018}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9619873762130737}]","[{'label': 'negative', 'score': 0.9979596138000488}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9209972620010376}]","[{'label': 'neutral', 'score': 0.9909103512763977}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9649111032485962}]","[{'label': 'neutral', 'score': 0.8121621012687683}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9391524195671082}]","[{'label': 'negative', 'score': 0.9762092232704163}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.5792059302330017}]","[{'label': 'negative', 'score': 0.8592479228973389}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9766888618469238}]","[{'label': 'negative', 'score': 0.5956801176071167}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9916263818740845}]","[{'label': 'neutral', 'score': 0.9724497199058533}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9564212560653687}]","[{'label': 'negative', 'score': 0.9558727145195007}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9339581727981567}]","[{'label': 'negative', 'score': 0.700221061706543}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9150958061218262}]","[{'label': 'negative', 'score': 0.9979238510131836}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9955184459686279}]","[{'label': 'negative', 'score': 0.9335904717445374}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.991297721862793}]","[{'label': 'negative', 'score': 0.995897650718689}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9678211212158203}]","[{'label': 'negative', 'score': 0.9946821331977844}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9243580102920532}]","[{'label': 'neutral', 'score': 0.990868091583252}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.9968594312667847}]","[{'label': 'negative', 'score': 0.9956409931182861}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.8978804349899292}]","[{'label': 'neutral', 'score': 0.568001389503479}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.7420735955238342}]","[{'label': 'neutral', 'score': 0.8403252363204956}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.925663411617279}]","[{'label': 'neutral', 'score': 0.9972139000892639}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.7983547449111938}]","[{'label': 'negative', 'score': 0.9666232466697693}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8035082817077637}]","[{'label': 'negative', 'score': 0.9919192790985107}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9923810362815857}]","[{'label': 'neutral', 'score': 0.8806478977203369}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9653233885765076}]","[{'label': 'neutral', 'score': 0.5453097820281982}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.8277624845504761}]","[{'label': 'negative', 'score': 0.9614658951759338}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.7734544277191162}]","[{'label': 'negative', 'score': 0.9943835735321045}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.6877396702766418}]","[{'label': 'negative', 'score': 0.9661426544189453}]"
4강~여론이슈,"[{'label': 'negative', 'score': 0.7463701367378235}]","[{'label': 'negative', 'score': 0.9974392652511597}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9946693778038025}]","[{'label': 'negative', 'score': 0.9988225102424622}]"
4강~여론이슈,"[{'label': 'neutral', 'score': 0.9941587448120117}]","[{'label': 'neutral', 'score': 0.8104479312896729}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9671419262886047}]","[{'label': 'negative', 'score': 0.947095513343811}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.8191425800323486}]","[{'label': 'neutral', 'score': 0.8147079944610596}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.6639389991760254}]","[{'label': 'negative', 'score': 0.9848841428756714}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.6517853736877441}]","[{'label': 'negative', 'score': 0.6417443156242371}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.7273294925689697}]","[{'label': 'neutral', 'score': 0.8923320174217224}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5840749144554138}]","[{'label': 'negative', 'score': 0.7735055088996887}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9885812401771545}]","[{'label': 'negative', 'score': 0.9753256440162659}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.7839614152908325}]","[{'label': 'negative', 'score': 0.9465899467468262}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5367638468742371}]","[{'label': 'neutral', 'score': 0.9451748132705688}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9920728802680969}]","[{'label': 'negative', 'score': 0.9978640675544739}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5367638468742371}]","[{'label': 'neutral', 'score': 0.9451748132705688}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9790282845497131}]","[{'label': 'negative', 'score': 0.9751418232917786}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.883135199546814}]","[{'label': 'negative', 'score': 0.6296433210372925}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9192394614219666}]","[{'label': 'negative', 'score': 0.7035282850265503}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.982461154460907}]","[{'label': 'negative', 'score': 0.937754213809967}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9950969815254211}]","[{'label': 'negative', 'score': 0.936326801776886}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9707332849502563}]","[{'label': 'negative', 'score': 0.9745804667472839}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9779886603355408}]","[{'label': 'negative', 'score': 0.6130350232124329}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9028847217559814}]","[{'label': 'negative', 'score': 0.9977741837501526}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9906636476516724}]","[{'label': 'neutral', 'score': 0.8527532815933228}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9217389822006226}]","[{'label': 'neutral', 'score': 0.5014408230781555}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5092732310295105}]","[{'label': 'neutral', 'score': 0.7760152220726013}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9483606815338135}]","[{'label': 'negative', 'score': 0.9589221477508545}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9623467326164246}]","[{'label': 'negative', 'score': 0.9944836497306824}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.8188679814338684}]","[{'label': 'neutral', 'score': 0.9499700665473938}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.906928300857544}]","[{'label': 'neutral', 'score': 0.6446405053138733}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9025471210479736}]","[{'label': 'negative', 'score': 0.9958556294441223}]"
여론이슈~경질,"[{'label': 'positive', 'score': 0.6525042653083801}]","[{'label': 'negative', 'score': 0.6148357391357422}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9938803911209106}]","[{'label': 'negative', 'score': 0.839745819568634}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.7726396322250366}]","[{'label': 'neutral', 'score': 0.9764145612716675}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9307223558425903}]","[{'label': 'neutral', 'score': 0.8529794216156006}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5479077696800232}]","[{'label': 'negative', 'score': 0.7695976495742798}]"
여론이슈~경질,"[{'label': 'positive', 'score': 0.6960539817810059}]","[{'label': 'negative', 'score': 0.9446396827697754}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9844107627868652}]","[{'label': 'negative', 'score': 0.6583373546600342}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9763908386230469}]","[{'label': 'negative', 'score': 0.9114210605621338}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9583005905151367}]","[{'label': 'negative', 'score': 0.9981118440628052}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.6511595249176025}]","[{'label': 'neutral', 'score': 0.8268618583679199}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.681974470615387}]","[{'label': 'negative', 'score': 0.9542792439460754}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9739978313446045}]","[{'label': 'negative', 'score': 0.9990386962890625}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9590631723403931}]","[{'label': 'neutral', 'score': 0.9955518841743469}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.8073910474777222}]","[{'label': 'negative', 'score': 0.9542389512062073}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9576337337493896}]","[{'label': 'negative', 'score': 0.7850314378738403}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.698569118976593}]","[{'label': 'neutral', 'score': 0.5809045433998108}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9915674328804016}]","[{'label': 'negative', 'score': 0.5462954640388489}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.48304545879364014}]","[{'label': 'negative', 'score': 0.9349602460861206}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.8052215576171875}]","[{'label': 'neutral', 'score': 0.9850090742111206}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.6598122119903564}]","[{'label': 'neutral', 'score': 0.9655141234397888}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9750822186470032}]","[{'label': 'neutral', 'score': 0.9978044629096985}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9770185351371765}]","[{'label': 'neutral', 'score': 0.718651533126831}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.7468133568763733}]","[{'label': 'neutral', 'score': 0.8195654153823853}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9969869256019592}]","[{'label': 'neutral', 'score': 0.9962792992591858}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9535592794418335}]","[{'label': 'neutral', 'score': 0.7130757570266724}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9980753660202026}]","[{'label': 'negative', 'score': 0.8944952487945557}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9953773021697998}]","[{'label': 'negative', 'score': 0.9207941889762878}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.952172040939331}]","[{'label': 'negative', 'score': 0.9766759276390076}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.6510350704193115}]","[{'label': 'negative', 'score': 0.9529908895492554}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9905913472175598}]","[{'label': 'neutral', 'score': 0.9962956309318542}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.8223292827606201}]","[{'label': 'neutral', 'score': 0.8159710764884949}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5491863489151001}]","[{'label': 'neutral', 'score': 0.9610279202461243}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9732236862182617}]","[{'label': 'negative', 'score': 0.9950354099273682}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.882501482963562}]","[{'label': 'negative', 'score': 0.8809509873390198}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9918393492698669}]","[{'label': 'negative', 'score': 0.8431390523910522}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.6684414744377136}]","[{'label': 'neutral', 'score': 0.6110407114028931}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.6219974756240845}]","[{'label': 'neutral', 'score': 0.9329888224601746}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9942200183868408}]","[{'label': 'negative', 'score': 0.9600365161895752}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9963667392730713}]","[{'label': 'neutral', 'score': 0.9902281761169434}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.7377351522445679}]","[{'label': 'negative', 'score': 0.7908892631530762}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.5034622550010681}]","[{'label': 'negative', 'score': 0.9867196679115295}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9994491934776306}]","[{'label': 'negative', 'score': 0.7908443212509155}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.8920392990112305}]","[{'label': 'negative', 'score': 0.9713656902313232}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9929083585739136}]","[{'label': 'neutral', 'score': 0.8397894501686096}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.998660683631897}]","[{'label': 'neutral', 'score': 0.9964392781257629}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.992563784122467}]","[{'label': 'negative', 'score': 0.9647560715675354}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9987807869911194}]","[{'label': 'negative', 'score': 0.9960898160934448}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9955729246139526}]","[{'label': 'negative', 'score': 0.9934859871864319}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.8539316058158875}]","[{'label': 'negative', 'score': 0.9941582679748535}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.5409773588180542}]","[{'label': 'negative', 'score': 0.9644315242767334}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.8906950950622559}]","[{'label': 'neutral', 'score': 0.8868304491043091}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9545860290527344}]","[{'label': 'neutral', 'score': 0.8637009263038635}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.5283136367797852}]","[{'label': 'neutral', 'score': 0.5048896074295044}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.6310210227966309}]","[{'label': 'negative', 'score': 0.642370879650116}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.8047997951507568}]","[{'label': 'neutral', 'score': 0.9630172252655029}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9816222190856934}]","[{'label': 'neutral', 'score': 0.9313875436782837}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9992207288742065}]","[{'label': 'negative', 'score': 0.9973822236061096}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9962993264198303}]","[{'label': 'negative', 'score': 0.5104838013648987}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.6144120097160339}]","[{'label': 'neutral', 'score': 0.9945853352546692}]"
여론이슈~경질,"[{'label': 'neutral', 'score': 0.6875409483909607}]","[{'label': 'negative', 'score': 0.9132409691810608}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.8436780571937561}]","[{'label': 'negative', 'score': 0.6390059590339661}]"
여론이슈~경질,"[{'label': 'negative', 'score': 0.9884916543960571}]","[{'label': 'negative', 'score': 0.997528612613678}]"
